Archive_Date,Adult_Child,Age_Profile,Case_Type,Speciality_Name,Specialty_HIPE,Time_Bands,Total,Source.Name
08-07-2020,Child,0-15,Outpatient,Paediatric Dermatology,H04,3-6 Months,104,Hospital_DB_Extract.xlsx
22-10-2018,Child,0-15,Outpatient,Orthopaedics,H01,15-18 Months,58,Hospital_DB_Extract.xlsx
09-03-2019,Child,0-15,Outpatient,Otolaryngology (ENT),H02,9-12 Months,36,Hospital_DB_Extract.xlsx
11-02-2020,Adult,16-64,Day Case,Cardiology,H07,18+ Months,1,Hospital_DB_Extract.xlsx
31-03-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,9-12 Months,137,Hospital_DB_Extract.xlsx
13-07-2019,Child,0-15,Outpatient,Paediatric Urology,H05,12-15 Months,114,Hospital_DB_Extract.xlsx
13-10-2018,Child,0-15,Inpatient,Paediatric Urology,H05,18+ Months,38,Hospital_DB_Extract.xlsx
18-09-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,15-18 Months,39,Hospital_DB_Extract.xlsx
16-02-2018,Adult,65+,Outpatient,Orthopaedics,H01,12-15 Months,67,Hospital_DB_Extract.xlsx
03-01-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,0-3 Months,49,Hospital_DB_Extract.xlsx
14-01-2018,Adult,16-64,Outpatient,Ophthalmology,H08,15-18 Months,125,Hospital_DB_Extract.xlsx
29-10-2018,Adult,16-64,Outpatient,Cardiology,H07,18+ Months,42,Hospital_DB_Extract.xlsx
16-01-2019,Child,0-15,Outpatient,Paediatric Urology,H05,18+ Months,56,Hospital_DB_Extract.xlsx
03-08-2019,Child,0-15,Day Case,Paediatric Urology,H05,18+ Months,41,Hospital_DB_Extract.xlsx
11-02-2018,Child,0-15,Outpatient,Otolaryngology (ENT),H02,3-6 Months,150,Hospital_DB_Extract.xlsx
03-03-2020,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,48,Hospital_DB_Extract.xlsx
02-09-2020,Child,0-15,Inpatient,Paediatric Dermatology,H04,18+ Months,127,Hospital_DB_Extract.xlsx
14-05-2019,Child,0-15,Inpatient,Paediatric Dermatology,H04,18+ Months,44,Hospital_DB_Extract.xlsx
16-01-2020,Adult,16-64,Outpatient,Orthopaedics,H01,12-15 Months,92,Hospital_DB_Extract.xlsx
11-03-2018,Child,0-15,Outpatient,Paediatric Urology,H05,3-6 Months,40,Hospital_DB_Extract.xlsx
26-04-2019,Adult,16-64,Outpatient,Ophthalmology,H08,9-12 Months,119,Hospital_DB_Extract.xlsx
25-08-2019,Adult,16-64,Outpatient,Cardiology,H07,3-6 Months,65,Hospital_DB_Extract.xlsx
24-01-2020,Adult,16-64,Day Case,Otolaryngology (ENT),H02,6-9 Months,89,Hospital_DB_Extract.xlsx
09-06-2018,Child,0-15,Outpatient,Orthopaedics,H01,18+ Months,110,Hospital_DB_Extract.xlsx
09-06-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,3-6 Months,90,Hospital_DB_Extract.xlsx
15-10-2020,Adult,16-64,Day Case,Ophthalmology,H08,3-6 Months,6,Hospital_DB_Extract.xlsx
23-02-2019,Child,0-15,Day Case,Paediatric Urology,H05,18+ Months,46,Hospital_DB_Extract.xlsx
19-12-2018,Child,0-15,Day Case,Paediatric Dermatology,H04,18+ Months,102,Hospital_DB_Extract.xlsx
05-04-2019,Child,0-15,Outpatient,Paediatric Urology,H05,15-18 Months,110,Hospital_DB_Extract.xlsx
13-08-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,18+ Months,85,Hospital_DB_Extract.xlsx
20-11-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,64,Hospital_DB_Extract.xlsx
17-04-2020,Adult,16-64,Outpatient,General Surgery,H06,9-12 Months,56,Hospital_DB_Extract.xlsx
05-04-2020,Adult,16-64,Outpatient,Orthopaedics,H01,18+ Months,97,Hospital_DB_Extract.xlsx
14-06-2018,Adult,65+,Inpatient,Ophthalmology,H08,9-12 Months,45,Hospital_DB_Extract.xlsx
29-11-2019,Child,0-15,Outpatient,Paediatric Urology,H05,9-12 Months,67,Hospital_DB_Extract.xlsx
31-08-2018,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,15-18 Months,28,Hospital_DB_Extract.xlsx
19-12-2020,Adult,65+,Day Case,Orthopaedics,H01,18+ Months,33,Hospital_DB_Extract.xlsx
27-09-2020,Child,0-15,Outpatient,Paediatric Urology,H05,3-6 Months,64,Hospital_DB_Extract.xlsx
10-11-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,15-18 Months,58,Hospital_DB_Extract.xlsx
12-12-2018,Adult,16-64,Outpatient,Orthopaedics,H01,0-3 Months,129,Hospital_DB_Extract.xlsx
25-07-2020,Child,0-15,Outpatient,Orthopaedics,H01,18+ Months,43,Hospital_DB_Extract.xlsx
25-12-2018,Adult,16-64,Outpatient,General Surgery,H06,18+ Months,67,Hospital_DB_Extract.xlsx
26-11-2018,Adult,16-64,Outpatient,Ophthalmology,H08,12-15 Months,103,Hospital_DB_Extract.xlsx
27-08-2018,Child,0-15,Outpatient,General Surgery,H06,18+ Months,134,Hospital_DB_Extract.xlsx
21-05-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,15-18 Months,21,Hospital_DB_Extract.xlsx
25-08-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,124,Hospital_DB_Extract.xlsx
18-08-2018,Adult,16-64,Outpatient,Orthopaedics,H01,15-18 Months,47,Hospital_DB_Extract.xlsx
10-07-2018,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,18+ Months,31,Hospital_DB_Extract.xlsx
27-04-2019,Adult,16-64,Inpatient,General Surgery,H06,3-6 Months,114,Hospital_DB_Extract.xlsx
10-07-2020,Child,0-15,Day Case,Orthopaedics,H01,18+ Months,28,Hospital_DB_Extract.xlsx
14-01-2018,Child,0-15,Outpatient,Paediatric Dermatology,H04,12-15 Months,133,Hospital_DB_Extract.xlsx
22-01-2018,Child,0-15,Outpatient,Cardiology,H07,12-15 Months,5,Hospital_DB_Extract.xlsx
20-10-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,5,Hospital_DB_Extract.xlsx
16-07-2019,Adult,16-64,Outpatient,Orthopaedics,H01,18+ Months,65,Hospital_DB_Extract.xlsx
19-04-2019,Adult,65+,Inpatient,General Surgery,H06,9-12 Months,128,Hospital_DB_Extract.xlsx
06-01-2020,Adult,16-64,Day Case,Cardiology,H07,15-18 Months,79,Hospital_DB_Extract.xlsx
08-05-2019,Adult,16-64,Inpatient,Otolaryngology (ENT),H02,18+ Months,5,Hospital_DB_Extract.xlsx
11-03-2020,Child,0-15,Day Case,Paediatric Dermatology,H04,0-3 Months,61,Hospital_DB_Extract.xlsx
19-11-2020,Adult,16-64,Day Case,Orthopaedics,H01,0-3 Months,84,Hospital_DB_Extract.xlsx
03-08-2020,Child,0-15,Outpatient,Paediatric Dermatology,H04,3-6 Months,96,Hospital_DB_Extract.xlsx
18-07-2020,Child,0-15,Outpatient,Paed Orthopaedic,H03,3-6 Months,5,Hospital_DB_Extract.xlsx
03-10-2018,Child,0-15,Outpatient,Paediatric Dermatology,H04,15-18 Months,65,Hospital_DB_Extract.xlsx
27-09-2020,Adult,16-64,Inpatient,General Surgery,H06,15-18 Months,49,Hospital_DB_Extract.xlsx
12-04-2019,Adult,16-64,Day Case,Cardiology,H07,18+ Months,98,Hospital_DB_Extract.xlsx
08-04-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,3-6 Months,99,Hospital_DB_Extract.xlsx
14-01-2018,Adult,16-64,Day Case,Ophthalmology,H08,3-6 Months,16,Hospital_DB_Extract.xlsx
10-08-2020,Child,0-15,Inpatient,Paed Orthopaedic,H03,9-12 Months,82,Hospital_DB_Extract.xlsx
25-08-2020,Child,0-15,Inpatient,Paed Orthopaedic,H03,6-9 Months,98,Hospital_DB_Extract.xlsx
14-08-2018,Child,0-15,Day Case,Paediatric Dermatology,H04,3-6 Months,107,Hospital_DB_Extract.xlsx
19-10-2019,Adult,16-64,Inpatient,Ophthalmology,H08,0-3 Months,90,Hospital_DB_Extract.xlsx
30-10-2019,Adult,65+,Outpatient,Orthopaedics,H01,18+ Months,17,Hospital_DB_Extract.xlsx
16-07-2018,Child,0-15,Inpatient,Orthopaedics,H01,15-18 Months,26,Hospital_DB_Extract.xlsx
20-07-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,0-3 Months,37,Hospital_DB_Extract.xlsx
12-08-2020,Child,0-15,Outpatient,Paediatric Urology,H05,18+ Months,130,Hospital_DB_Extract.xlsx
29-03-2019,Child,0-15,Inpatient,Paediatric Urology,H05,3-6 Months,77,Hospital_DB_Extract.xlsx
13-06-2019,Adult,16-64,Day Case,Ophthalmology,H08,0-3 Months,31,Hospital_DB_Extract.xlsx
10-04-2019,Adult,16-64,Outpatient,Ophthalmology,H08,3-6 Months,107,Hospital_DB_Extract.xlsx
14-07-2020,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,3-6 Months,54,Hospital_DB_Extract.xlsx
15-04-2018,Adult,16-64,Day Case,General Surgery,H06,18+ Months,147,Hospital_DB_Extract.xlsx
11-03-2019,Adult,16-64,Outpatient,Cardiology,H07,15-18 Months,144,Hospital_DB_Extract.xlsx
21-10-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,3-6 Months,53,Hospital_DB_Extract.xlsx
11-04-2019,Child,0-15,Outpatient,Paediatric Urology,H05,15-18 Months,65,Hospital_DB_Extract.xlsx
18-06-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,0-3 Months,18,Hospital_DB_Extract.xlsx
17-04-2018,Child,0-15,Outpatient,Otolaryngology (ENT),H02,0-3 Months,43,Hospital_DB_Extract.xlsx
26-03-2020,Adult,16-64,Day Case,Otolaryngology (ENT),H02,12-15 Months,52,Hospital_DB_Extract.xlsx
12-09-2020,Adult,16-64,Outpatient,Ophthalmology,H08,0-3 Months,11,Hospital_DB_Extract.xlsx
29-10-2018,Child,0-15,Outpatient,Paediatric Dermatology,H04,3-6 Months,100,Hospital_DB_Extract.xlsx
20-11-2018,Adult,16-64,Outpatient,Ophthalmology,H08,18+ Months,120,Hospital_DB_Extract.xlsx
23-11-2020,Adult,16-64,Day Case,Orthopaedics,H01,18+ Months,127,Hospital_DB_Extract.xlsx
17-02-2020,Adult,16-64,Outpatient,General Surgery,H06,6-9 Months,101,Hospital_DB_Extract.xlsx
15-01-2020,Adult,16-64,Outpatient,General Surgery,H06,18+ Months,66,Hospital_DB_Extract.xlsx
26-11-2019,Child,0-15,Outpatient,Otolaryngology (ENT),H02,18+ Months,133,Hospital_DB_Extract.xlsx
26-01-2019,Child,0-15,Day Case,Paediatric Dermatology,H04,15-18 Months,129,Hospital_DB_Extract.xlsx
28-10-2020,Child,0-15,Outpatient,Paediatric Dermatology,H04,6-9 Months,64,Hospital_DB_Extract.xlsx
27-01-2018,Child,0-15,Inpatient,Paediatric Dermatology,H04,0-3 Months,68,Hospital_DB_Extract.xlsx
24-05-2020,Adult,16-64,Inpatient,Otolaryngology (ENT),H02,0-3 Months,23,Hospital_DB_Extract.xlsx
22-08-2020,Child,0-15,Day Case,Paediatric Dermatology,H04,9-12 Months,115,Hospital_DB_Extract.xlsx
28-02-2018,Child,0-15,Outpatient,Orthopaedics,H01,0-3 Months,47,Hospital_DB_Extract.xlsx
18-12-2020,Child,0-15,Outpatient,Paediatric Dermatology,H04,0-3 Months,91,Hospital_DB_Extract.xlsx
22-06-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,18+ Months,143,Hospital_DB_Extract.xlsx
31-07-2018,Adult,16-64,Inpatient,General Surgery,H06,18+ Months,28,Hospital_DB_Extract.xlsx
20-07-2018,Adult,65+,Outpatient,Cardiology,H07,3-6 Months,76,Hospital_DB_Extract.xlsx
29-07-2019,Adult,16-64,Outpatient,Ophthalmology,H08,3-6 Months,71,Hospital_DB_Extract.xlsx
19-05-2018,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,15-18 Months,26,Hospital_DB_Extract.xlsx
18-08-2020,Adult,16-64,Day Case,General Surgery,H06,0-3 Months,51,Hospital_DB_Extract.xlsx
26-05-2018,Adult,16-64,Inpatient,Cardiology,H07,18+ Months,70,Hospital_DB_Extract.xlsx
22-06-2020,Child,0-15,Outpatient,Paediatric Urology,H05,3-6 Months,114,Hospital_DB_Extract.xlsx
27-02-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,150,Hospital_DB_Extract.xlsx
21-01-2018,Adult,16-64,Outpatient,Cardiology,H07,6-9 Months,45,Hospital_DB_Extract.xlsx
20-07-2020,Adult,16-64,Outpatient,Ophthalmology,H08,18+ Months,85,Hospital_DB_Extract.xlsx
09-07-2019,Adult,16-64,Inpatient,General Surgery,H06,9-12 Months,95,Hospital_DB_Extract.xlsx
13-08-2018,Adult,16-64,Outpatient,Ophthalmology,H08,18+ Months,1,Hospital_DB_Extract.xlsx
22-03-2018,Adult,16-64,Outpatient,Ophthalmology,H08,3-6 Months,119,Hospital_DB_Extract.xlsx
04-03-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,16,Hospital_DB_Extract.xlsx
29-10-2019,Child,0-15,Day Case,Paediatric Dermatology,H04,18+ Months,137,Hospital_DB_Extract.xlsx
16-05-2018,Adult,65+,Outpatient,Orthopaedics,H01,0-3 Months,27,Hospital_DB_Extract.xlsx
01-06-2020,Child,0-15,Outpatient,Otolaryngology (ENT),H02,3-6 Months,137,Hospital_DB_Extract.xlsx
02-06-2020,Child,0-15,Outpatient,Paediatric Urology,H05,9-12 Months,101,Hospital_DB_Extract.xlsx
26-08-2018,Child,0-15,Outpatient,Cardiology,H07,0-3 Months,129,Hospital_DB_Extract.xlsx
11-03-2018,Adult,16-64,Outpatient,General Surgery,H06,6-9 Months,116,Hospital_DB_Extract.xlsx
20-06-2020,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,0-3 Months,36,Hospital_DB_Extract.xlsx
22-10-2018,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,3-6 Months,98,Hospital_DB_Extract.xlsx
14-07-2019,Child,0-15,Outpatient,Ophthalmology,H08,18+ Months,22,Hospital_DB_Extract.xlsx
08-06-2018,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,12-15 Months,48,Hospital_DB_Extract.xlsx
19-01-2020,Child,0-15,Day Case,Paed Orthopaedic,H03,18+ Months,68,Hospital_DB_Extract.xlsx
22-06-2019,Adult,65+,Outpatient,Ophthalmology,H08,18+ Months,72,Hospital_DB_Extract.xlsx
30-04-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,0-3 Months,40,Hospital_DB_Extract.xlsx
26-10-2019,Adult,16-64,Outpatient,Cardiology,H07,6-9 Months,57,Hospital_DB_Extract.xlsx
24-01-2018,Adult,65+,Outpatient,Ophthalmology,H08,18+ Months,45,Hospital_DB_Extract.xlsx
24-12-2019,Child,0-15,Outpatient,Ophthalmology,H08,3-6 Months,42,Hospital_DB_Extract.xlsx
01-12-2020,Adult,16-64,Outpatient,Cardiology,H07,0-3 Months,87,Hospital_DB_Extract.xlsx
02-05-2019,Child,0-15,Inpatient,General Surgery,H06,3-6 Months,126,Hospital_DB_Extract.xlsx
10-07-2019,Adult,16-64,Outpatient,General Surgery,H06,12-15 Months,70,Hospital_DB_Extract.xlsx
22-07-2018,Adult,65+,Outpatient,Cardiology,H07,15-18 Months,108,Hospital_DB_Extract.xlsx
30-07-2020,Child,0-15,Outpatient,Cardiology,H07,12-15 Months,108,Hospital_DB_Extract.xlsx
20-03-2020,Child,0-15,Inpatient,Paediatric Urology,H05,0-3 Months,3,Hospital_DB_Extract.xlsx
17-07-2018,Child,0-15,Day Case,Paed Orthopaedic,H03,18+ Months,41,Hospital_DB_Extract.xlsx
11-10-2018,Child,0-15,Inpatient,Paediatric Dermatology,H04,6-9 Months,106,Hospital_DB_Extract.xlsx
16-12-2020,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,3-6 Months,119,Hospital_DB_Extract.xlsx
30-06-2020,Child,0-15,Outpatient,Paediatric Dermatology,H04,9-12 Months,113,Hospital_DB_Extract.xlsx
01-10-2019,Adult,16-64,Outpatient,General Surgery,H06,18+ Months,146,Hospital_DB_Extract.xlsx
10-11-2018,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,12-15 Months,143,Hospital_DB_Extract.xlsx
07-08-2019,Adult,65+,Day Case,Cardiology,H07,0-3 Months,94,Hospital_DB_Extract.xlsx
08-11-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,84,Hospital_DB_Extract.xlsx
01-07-2019,Child,0-15,Outpatient,Orthopaedics,H01,18+ Months,2,Hospital_DB_Extract.xlsx
31-10-2019,Adult,16-64,Outpatient,General Surgery,H06,15-18 Months,143,Hospital_DB_Extract.xlsx
26-05-2020,Child,0-15,Outpatient,General Surgery,H06,12-15 Months,25,Hospital_DB_Extract.xlsx
24-02-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,12-15 Months,86,Hospital_DB_Extract.xlsx
01-04-2019,Adult,65+,Outpatient,General Surgery,H06,12-15 Months,49,Hospital_DB_Extract.xlsx
05-05-2020,Adult,65+,Outpatient,General Surgery,H06,3-6 Months,82,Hospital_DB_Extract.xlsx
26-02-2019,Adult,65+,Outpatient,General Surgery,H06,0-3 Months,18,Hospital_DB_Extract.xlsx
02-11-2018,Adult,65+,Outpatient,Cardiology,H07,18+ Months,116,Hospital_DB_Extract.xlsx
06-06-2019,Child,0-15,Outpatient,Paediatric Urology,H05,9-12 Months,118,Hospital_DB_Extract.xlsx
21-07-2020,Child,0-15,Outpatient,General Surgery,H06,0-3 Months,11,Hospital_DB_Extract.xlsx
30-01-2018,Child,0-15,Outpatient,Paediatric Urology,H05,6-9 Months,3,Hospital_DB_Extract.xlsx
25-08-2020,Child,0-15,Day Case,General Surgery,H06,15-18 Months,132,Hospital_DB_Extract.xlsx
20-04-2020,Child,0-15,Day Case,Paediatric Urology,H05,9-12 Months,77,Hospital_DB_Extract.xlsx
09-08-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,18+ Months,29,Hospital_DB_Extract.xlsx
26-06-2020,Adult,16-64,Day Case,Otolaryngology (ENT),H02,0-3 Months,107,Hospital_DB_Extract.xlsx
24-05-2019,Child,0-15,Outpatient,Orthopaedics,H01,9-12 Months,8,Hospital_DB_Extract.xlsx
10-10-2020,Child,0-15,Outpatient,General Surgery,H06,18+ Months,107,Hospital_DB_Extract.xlsx
11-10-2018,Child,0-15,Day Case,Paediatric Dermatology,H04,18+ Months,139,Hospital_DB_Extract.xlsx
13-06-2019,Adult,65+,Outpatient,General Surgery,H06,18+ Months,9,Hospital_DB_Extract.xlsx
23-11-2020,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,59,Hospital_DB_Extract.xlsx
27-04-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,88,Hospital_DB_Extract.xlsx
15-03-2018,Child,0-15,Outpatient,Paediatric Urology,H05,9-12 Months,11,Hospital_DB_Extract.xlsx
12-12-2020,Adult,16-64,Outpatient,General Surgery,H06,3-6 Months,148,Hospital_DB_Extract.xlsx
20-04-2019,Adult,16-64,Inpatient,Cardiology,H07,12-15 Months,136,Hospital_DB_Extract.xlsx
06-10-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,0-3 Months,143,Hospital_DB_Extract.xlsx
07-04-2018,Child,0-15,Outpatient,Orthopaedics,H01,0-3 Months,40,Hospital_DB_Extract.xlsx
26-09-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,18+ Months,66,Hospital_DB_Extract.xlsx
18-06-2020,Child,0-15,Outpatient,Paed Orthopaedic,H03,12-15 Months,2,Hospital_DB_Extract.xlsx
16-01-2020,Adult,16-64,Outpatient,Orthopaedics,H01,3-6 Months,59,Hospital_DB_Extract.xlsx
30-06-2018,Child,0-15,Day Case,Paed Orthopaedic,H03,15-18 Months,106,Hospital_DB_Extract.xlsx
27-03-2019,Child,0-15,Inpatient,Paediatric Dermatology,H04,18+ Months,131,Hospital_DB_Extract.xlsx
21-04-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,12-15 Months,63,Hospital_DB_Extract.xlsx
14-10-2018,Adult,16-64,Outpatient,General Surgery,H06,3-6 Months,29,Hospital_DB_Extract.xlsx
07-12-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,15-18 Months,146,Hospital_DB_Extract.xlsx
12-10-2020,Adult,16-64,Outpatient,Cardiology,H07,18+ Months,95,Hospital_DB_Extract.xlsx
06-03-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,3-6 Months,107,Hospital_DB_Extract.xlsx
14-11-2018,Child,0-15,Outpatient,Paediatric Dermatology,H04,15-18 Months,55,Hospital_DB_Extract.xlsx
13-01-2019,Child,0-15,Outpatient,Paediatric Urology,H05,18+ Months,11,Hospital_DB_Extract.xlsx
25-04-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,15-18 Months,90,Hospital_DB_Extract.xlsx
14-12-2020,Child,0-15,Outpatient,Orthopaedics,H01,9-12 Months,58,Hospital_DB_Extract.xlsx
04-09-2019,Adult,65+,Inpatient,Ophthalmology,H08,0-3 Months,9,Hospital_DB_Extract.xlsx
02-02-2018,Child,0-15,Outpatient,Ophthalmology,H08,0-3 Months,71,Hospital_DB_Extract.xlsx
25-04-2019,Adult,16-64,Outpatient,Orthopaedics,H01,9-12 Months,47,Hospital_DB_Extract.xlsx
20-05-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,0-3 Months,130,Hospital_DB_Extract.xlsx
08-10-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,6-9 Months,77,Hospital_DB_Extract.xlsx
24-04-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,12-15 Months,140,Hospital_DB_Extract.xlsx
17-02-2019,Adult,65+,Day Case,Otolaryngology (ENT),H02,18+ Months,42,Hospital_DB_Extract.xlsx
10-02-2020,Adult,16-64,Outpatient,Cardiology,H07,3-6 Months,11,Hospital_DB_Extract.xlsx
08-04-2019,Adult,65+,Day Case,Cardiology,H07,9-12 Months,16,Hospital_DB_Extract.xlsx
07-04-2019,Adult,16-64,Inpatient,Otolaryngology (ENT),H02,18+ Months,92,Hospital_DB_Extract.xlsx
13-05-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,146,Hospital_DB_Extract.xlsx
07-11-2020,Adult,16-64,Outpatient,Orthopaedics,H01,18+ Months,74,Hospital_DB_Extract.xlsx
12-01-2019,Adult,65+,Outpatient,General Surgery,H06,9-12 Months,53,Hospital_DB_Extract.xlsx
04-04-2019,Adult,65+,Day Case,General Surgery,H06,12-15 Months,70,Hospital_DB_Extract.xlsx
26-07-2019,Adult,16-64,Outpatient,Cardiology,H07,15-18 Months,93,Hospital_DB_Extract.xlsx
17-03-2019,Adult,16-64,Inpatient,Cardiology,H07,6-9 Months,63,Hospital_DB_Extract.xlsx
10-12-2020,Child,0-15,Day Case,General Surgery,H06,18+ Months,76,Hospital_DB_Extract.xlsx
13-09-2018,Child,0-15,Outpatient,Paediatric Urology,H05,18+ Months,120,Hospital_DB_Extract.xlsx
10-02-2019,Child,0-15,Outpatient,Paediatric Urology,H05,9-12 Months,49,Hospital_DB_Extract.xlsx
16-10-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,3-6 Months,26,Hospital_DB_Extract.xlsx
12-09-2018,Adult,16-64,Outpatient,Orthopaedics,H01,18+ Months,121,Hospital_DB_Extract.xlsx
10-01-2020,Adult,65+,Outpatient,Ophthalmology,H08,9-12 Months,9,Hospital_DB_Extract.xlsx
30-06-2020,Adult,16-64,Outpatient,General Surgery,H06,3-6 Months,29,Hospital_DB_Extract.xlsx
19-04-2019,Adult,16-64,Outpatient,Orthopaedics,H01,18+ Months,75,Hospital_DB_Extract.xlsx
06-09-2019,Adult,16-64,Day Case,General Surgery,H06,3-6 Months,127,Hospital_DB_Extract.xlsx
12-09-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,127,Hospital_DB_Extract.xlsx
04-04-2019,Child,0-15,Inpatient,Paediatric Urology,H05,18+ Months,44,Hospital_DB_Extract.xlsx
23-05-2018,Adult,16-64,Outpatient,Orthopaedics,H01,3-6 Months,4,Hospital_DB_Extract.xlsx
10-09-2020,Child,0-15,Inpatient,Paed Orthopaedic,H03,9-12 Months,49,Hospital_DB_Extract.xlsx
22-07-2020,Child,0-15,Day Case,Paediatric Urology,H05,18+ Months,32,Hospital_DB_Extract.xlsx
09-07-2020,Child,0-15,Outpatient,Ophthalmology,H08,18+ Months,48,Hospital_DB_Extract.xlsx
21-02-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,6-9 Months,44,Hospital_DB_Extract.xlsx
02-09-2018,Child,0-15,Outpatient,Paediatric Urology,H05,18+ Months,118,Hospital_DB_Extract.xlsx
13-05-2018,Child,0-15,Outpatient,Paediatric Urology,H05,12-15 Months,9,Hospital_DB_Extract.xlsx
04-05-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,0-3 Months,79,Hospital_DB_Extract.xlsx
19-06-2018,Adult,16-64,Outpatient,Cardiology,H07,18+ Months,100,Hospital_DB_Extract.xlsx
02-05-2018,Child,0-15,Inpatient,Paed Orthopaedic,H03,6-9 Months,138,Hospital_DB_Extract.xlsx
14-01-2019,Child,0-15,Outpatient,Cardiology,H07,9-12 Months,49,Hospital_DB_Extract.xlsx
16-09-2019,Child,0-15,Day Case,Paediatric Urology,H05,18+ Months,40,Hospital_DB_Extract.xlsx
10-09-2018,Child,0-15,Inpatient,Paediatric Dermatology,H04,6-9 Months,145,Hospital_DB_Extract.xlsx
19-05-2020,Adult,16-64,Day Case,Ophthalmology,H08,18+ Months,3,Hospital_DB_Extract.xlsx
24-05-2020,Child,0-15,Inpatient,Paed Orthopaedic,H03,12-15 Months,115,Hospital_DB_Extract.xlsx
26-02-2018,Child,0-15,Outpatient,Paediatric Urology,H05,9-12 Months,97,Hospital_DB_Extract.xlsx
20-05-2018,Child,0-15,Outpatient,Cardiology,H07,18+ Months,132,Hospital_DB_Extract.xlsx
18-10-2019,Child,0-15,Day Case,Paed Orthopaedic,H03,0-3 Months,134,Hospital_DB_Extract.xlsx
12-06-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,12-15 Months,72,Hospital_DB_Extract.xlsx
13-04-2018,Adult,16-64,Outpatient,General Surgery,H06,15-18 Months,126,Hospital_DB_Extract.xlsx
24-01-2019,Child,0-15,Inpatient,Paediatric Dermatology,H04,15-18 Months,103,Hospital_DB_Extract.xlsx
04-01-2018,Adult,16-64,Outpatient,Orthopaedics,H01,18+ Months,112,Hospital_DB_Extract.xlsx
28-02-2019,Child,0-15,Outpatient,Paediatric Urology,H05,12-15 Months,119,Hospital_DB_Extract.xlsx
01-05-2018,Child,0-15,Day Case,Orthopaedics,H01,0-3 Months,12,Hospital_DB_Extract.xlsx
23-08-2018,Child,0-15,Outpatient,Paediatric Dermatology,H04,18+ Months,86,Hospital_DB_Extract.xlsx
03-12-2018,Child,0-15,Day Case,Cardiology,H07,6-9 Months,24,Hospital_DB_Extract.xlsx
12-03-2018,Child,0-15,Outpatient,Ophthalmology,H08,12-15 Months,46,Hospital_DB_Extract.xlsx
19-11-2020,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,3-6 Months,71,Hospital_DB_Extract.xlsx
26-04-2019,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,9-12 Months,92,Hospital_DB_Extract.xlsx
22-01-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,15-18 Months,76,Hospital_DB_Extract.xlsx
